Time,LS Win %,Last Game,Capacity,Home,Visitor,Playoffs?,Last Five,Day of Week,Month,Attendance
1999-03-09 00:00:00,0.7536231884057971,14719.0,18121.0,Dallas Mavericks,Phoenix Suns,0,2.0,Tuesday,March,12714.0
1999-03-09 00:00:00,0.75,16285.0,16285.0,Houston Rockets,Denver Nuggets,0,2.0,Tuesday,March,16285.0
1999-03-09 00:00:00,0.7435897435897436,18039.0,22989.0,Charlotte Hornets,Boston Celtics,0,2.0,Tuesday,March,18342.0
1999-03-09 00:00:00,0.6056338028169014,8688.0,13855.0,Los Angeles Clippers,Los Angeles Lakers,0,5.0,Tuesday,March,13380.0
1999-03-10 00:00:00,0.6842105263157895,19023.0,19023.0,Phoenix Suns,Cleveland Cavaliers,0,1.0,Wednesday,March,18567.0
1999-03-10 00:00:00,0.5441176470588235,15703.0,20674.0,Washington Wizards,Detroit Pistons,0,3.0,Wednesday,March,16316.0
1999-03-10 00:00:00,0.7530864197530864,18394.0,39554.0,San Antonio Spurs,Orlando Magic,0,5.0,Wednesday,March,17954.0
1999-03-10 00:00:00,0.5128205128205128,15200.0,15200.0,Miami Heat,Atlanta Hawks,0,4.0,Wednesday,March,15200.0
1999-03-10 00:00:00,0.7647058823529411,17505.0,17505.0,Los Angeles Lakers,Los Angeles Clippers,0,5.0,Wednesday,March,17505.0
1999-03-10 00:00:00,0.375,16797.0,20930.0,Philadelphia 76ers,Charlotte Hornets,0,2.0,Wednesday,March,14590.0
1999-03-11 00:00:00,0.7536231884057971,12714.0,18121.0,Dallas Mavericks,Orlando Magic,0,2.0,Thursday,March,14553.0
1999-03-11 00:00:00,0.4939759036144578,19763.0,19763.0,New York Knicks,Washington Wizards,0,3.0,Thursday,March,19763.0
1999-03-11 00:00:00,0.5128205128205128,15200.0,15200.0,Miami Heat,Toronto Raptors,0,1.0,Thursday,March,14911.0
